cle,emplacement_source,datetime_ingestion,privacy_level,nom_entreprise,nro_avis,site_web,taille,date_fondation,secteur,revenu,type_entreprise
194020246600676591984921325416871433009,13586-INFO-SOC-GLASSDOOR-E649071_P1.html                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,2021-03-21,0                                                 ,Groupe Creative                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , 8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,www.groupe-creative.fr                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,Entre 201 et 500 employés                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , 2009                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , Services d'architecture et d'ingénierie                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , Entre 10 et 25 millions € (EUR) par an                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , Entreprise non cotée en bourse                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
115481075055547221617379185521918094960,13755-INFO-SOC-GLASSDOOR-E1762947_P1.html                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,2021-03-21,0                                                 ,Open Minds Open Hearts Day Care                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , 2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,www.openmindsopenheartsnola.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,De 1 à 50 employés                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , Inconnu                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , Inconnu                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , Ne sait pas / non applicable par an                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , Entreprise cotée en bourse                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
129630799705845318260988248310682449461,13618-INFO-SOC-GLASSDOOR-E1136406_P1.html                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,2021-03-21,0                                                 ,SOTRAVO Filiale SOLOCAL GROUP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , 2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,www.sotravo.fr                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,Inconnu                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , Inconnu                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , Inconnu                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , Ne sait pas / non applicable par an                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , Inconnu                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
153402475482224683703003088153662857149,13772-INFO-SOC-GLASSDOOR-E3974_P1.html                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,2021-03-21,0                                                 ,SKF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , 497                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,www.skf.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Plus de 10 000 employés                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , 1907                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , Fabrication industrielle                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , Entre 5 et 10 milliards € (EUR) par an                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , Entreprise cotée en bourse (SKFRY)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
172693717367416786434113208715333118199,13673-INFO-SOC-GLASSDOOR-E1464013_P1.html                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,2021-03-21,0                                                 ,Paris Inn Group                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , 14                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,www.paris-inn-group.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,De 501 à 1 000 employés                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , Inconnu                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , Inconnu                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , Ne sait pas / non applicable par an                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , Entreprise non cotée en bourse                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
193866361910896896347412738229541212871,13803-INFO-SOC-GLASSDOOR-E20114_P1.html                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,2021-03-21,0                                                 ,Veolia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ," 1,1k                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ",www.veolia.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,Plus de 10 000 employés                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , 1853                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , Services publics de distribution                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , Entre 2 et 5 milliards € (EUR) par an                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , Entreprise cotée en bourse (VIE)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
295903304020758662937029024188692700058,13654-INFO-SOC-GLASSDOOR-E899918_P1.html                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,2021-03-21,0                                                 ,ITS Overlap                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , 2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,www.itsoverlap.fr                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,Entre 201 et 500 employés                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , 2006                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , Production animale                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , Ne sait pas / non applicable par an                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , Entreprise non cotée en bourse                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
7647337437277475728160197171972833243,13791-INFO-SOC-GLASSDOOR-E116383_P1.html                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,2021-03-21,0                                                 ,GFI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , 28                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,www.gfi.su                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,De 51 à 200 employés                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , Inconnu                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , Jeux vidéo                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , Ne sait pas / non applicable par an                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , Entreprise non cotée en bourse                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
290106757954950858062887445433460100001,13709-INFO-SOC-GLASSDOOR-E1365869_P1.html                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,2021-03-21,0                                                 ,Groupe Crédit Agricole du Maroc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , 18                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,www.creditagricole.ma/pages/default.aspx                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,De 501 à 1 000 employés                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , Inconnu                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , Banques et organismes de crédit                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , Ne sait pas / non applicable                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , Entreprise cotée en bourse                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
236287566808279018737608271610145866888,13575-INFO-SOC-GLASSDOOR-E1922609_P1.html                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,2021-03-21,0                                                 ,Multimedia France Productions                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , 1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,www.mfptv.fr                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,De 51 à 200 employés                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , Inconnu                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , Inconnu                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , Ne sait pas / non applicable par an                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , Inconnu                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
